"author","title","time","numberComments","numberofWords","CurrentAffairs","Education","Music","Philosophy","PoliticalScience","Science","History","Law","Games","Books","FoodandDrink","DataSource","WebTech"
"Tyler Cowen","Assorted links",2013-06-09,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Big Data, Big Government, Big Brother",2013-06-09,8,75,1,0,0,0,1,0,0,0,0,0,0,1,0
"Tyler Cowen","Where this all is leading",2013-06-09,2,124,1,0,0,0,0,1,0,1,0,0,0,0,1
"Tyler Cowen","Do U.S. tech companies now have legal troubles in the EU?",2013-06-09,3,375,0,0,0,0,0,0,0,1,0,0,0,0,1
"Tyler Cowen","The innovations issue of *The New York Times*",2013-06-09,1,233,0,0,0,0,0,1,1,0,0,0,0,0,0
"Tyler Cowen","Betsey Stevenson is headed to the Council of Economic Advisers",2013-06-10,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-10,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Benjamin Britten at 100",2013-06-10,2,334,0,0,1,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","My model for how the Fed thinks about withdrawing QE",2013-06-10,2,209,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How critical are the early years of life?",2013-06-10,9,296,0,1,0,0,0,0,1,0,0,0,0,1,0
"Tyler Cowen","From the comments",2013-06-11,13,199,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*How Asia Works*",2013-06-11,2,432,0,0,0,0,0,0,1,0,0,1,1,0,0
"Tyler Cowen","Assorted links",2013-06-11,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Options for health care coverage reform",2013-06-11,11,898,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","21-minute video interview with Thomas Schelling",2013-06-12,NA,17,1,0,0,0,0,0,0,0,1,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-12,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What I\u2019ve been reading",2013-06-12,NA,234,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Peter Thiel is to write a book",2013-06-12,1,68,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alex Tabarrok","A New FDA for the Age of Personalized, Molecular Medicine",2013-06-12,6,1186,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Wages in the UK",2013-06-12,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Robert Fogel has passed away",2013-06-12,NA,49,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-13,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Breakthrough with Honduran charter cities",2013-06-13,3,323,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Austrian markets in everything, rising inequality edition",2013-06-13,3,103,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","How sticky are wages anyway?",2013-06-13,2,573,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Where does the right to publicity lie? (hard to discern)",2013-06-14,1,265,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-14,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sentences to ponder",2013-06-14,NA,147,0,0,1,0,0,0,1,1,0,0,0,0,1
"Alex Tabarrok","No Patents on Genes",2013-06-14,4,433,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Finance and the Common Good",2013-06-14,NA,224,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Which market segment is being targeted by Kaiser in California?",2013-06-15,3,235,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-15,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","I am proud of the Dotchka",2013-06-15,2,86,0,1,0,1,0,0,0,0,0,0,1,0,0
"Tyler Cowen","The future of principal-agent problems",2013-06-15,2,221,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","From the comments \u2014 on dynamism",2013-06-15,2,222,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Who are the new economic optimists?",2013-06-16,3,180,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-06-16,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Dani Rodrik has been right all along",2013-06-16,5,222,1,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","*Confessions of a Sociopath*",2013-06-16,7,841,0,1,0,1,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Detroit facts for today",2013-06-17,15,307,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Who are the three highest paid officials on the Pentagon budget?",2013-06-17,5,34,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-17,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Oocyte Cartel",2013-06-17,4,755,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Delaying The Great Reset",2013-06-17,3,60,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sentences of interest",2013-06-17,NA,31,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","A small step toward cosmopolitan efficiency and away from nationalism (Mexican law about beach homes)",2013-06-18,4,245,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-18,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Malcolm Gladwell on the new Albert Hirschman biography",2013-06-18,1,232,0,0,0,0,1,0,1,0,0,1,0,0,0
"Alex Tabarrok","The Great Canadian Sperm Shortage",2013-06-18,5,419,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","India to send the world\u2019s last telegram on July 14th",2013-06-18,2,280,0,0,0,0,0,0,1,0,0,0,0,0,1
"Tyler Cowen","The Chinese credit crunch",2013-06-20,2,570,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Lobbies lobby lobbies, etc.",2013-06-20,2,54,0,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Indonesia fact of the day",2013-06-20,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-20,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The Greek public broadcaster showdown, and when do people finally snap?",2013-06-20,5,432,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","When are people OK with nuclear waste?",2013-06-20,7,315,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Academic economics is more winner-take-all than you might think",2013-06-21,3,135,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-21,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","No One is Innocent",2013-06-21,18,561,0,0,0,0,1,0,1,1,0,0,0,0,0
"Alex Tabarrok","Google Interview Questions",2013-06-21,5,204,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The ambivalence manifesto",2013-06-21,2,218,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China fact of the day",2013-06-22,2,61,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-22,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Probably not good news markets in everything",2013-06-22,3,186,0,1,0,0,0,0,0,0,1,0,0,0,1
"Tyler Cowen","Traditional dress from the Gulf States, and its origins",2013-06-22,1,344,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-06-23,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China story of the day",2013-06-23,1,34,0,1,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Tabarrok Curve in the WSJ",2013-06-23,5,198,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Emerging markets, hitting a wall",2013-06-23,4,365,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","For how long can the carry trade go on?",2013-06-24,4,368,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Krugman and I were both wrong about the Fed and interest rates",2013-06-24,8,306,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-24,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Loose, suggestive survey evidence for ZMP workers",2013-06-24,4,130,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","On the prospects for emerging economy upward mobility",2013-06-24,NA,115,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","How do blogs differ from the economics profession?",2013-06-24,4,374,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Turning efficiency wage theory on its head",2013-06-25,3,231,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Life after Google Reader",2013-06-25,4,106,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Assorted links",2013-06-25,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Alex and I visit the Google Sci Foo convention",2013-06-25,4,294,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","The cookbook theory of economics",2013-06-25,3,270,0,0,0,0,0,0,0,0,0,1,1,0,0
"Tyler Cowen","My new favorite question to ask over lunch",2013-06-26,5,45,0,1,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-26,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What\u2019s the most intellectual joke you know?",2013-06-26,27,173,0,1,0,0,0,0,0,0,1,0,0,0,0
"Tyler Cowen","The gravity equation for on-line education",2013-06-26,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","On the Hayek-Pinochet connection",2013-06-26,11,373,0,0,0,1,1,0,1,1,0,0,0,0,0
"Tyler Cowen","Bangalore food bleg",2013-06-26,4,39,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Who is the most influential public intellectual of the last twenty-five years?",2013-06-27,23,208,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Claims about the United Kingdom",2013-06-27,NA,33,0,0,0,1,1,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-06-27,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","True sentences based on lots of data",2013-06-27,NA,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Luck, Investment and the One Percent",2013-06-27,25,442,0,1,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Is the labor market return to higher education finally falling?",2013-06-27,6,455,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","YoY growth in eurozone loans to non-financial companies",2013-06-27,NA,32,1,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","The political economy of drones",2013-06-28,NA,131,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Let\u2019s detect and undo one of the most popular intellectual fallacies ever",2013-06-28,15,252,0,1,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Amish arbitrage fact of the day",2013-06-28,1,106,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","The future of manufacturing jobs in developing nations",2013-06-28,3,80,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What is the political equilibrium when insect-sized drone assassins are available?",2013-06-28,11,291,0,0,0,0,1,1,0,0,0,0,0,0,0
"Tyler Cowen","Arrived in my pile",2013-06-29,1,51,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","*World War Z*",2013-06-29,7,318,0,1,0,1,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-06-29,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Is there a case against small plates on restaurant menus?",2013-06-29,4,383,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Assorted links",2013-06-30,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Superconducting Levitation",2013-06-30,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0
"Alex Tabarrok","Cash Transfers to the Poor",2013-06-30,7,235,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","An ice cream parable for recent monetary policy events",2013-06-30,2,421,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why are there not more science majors?",2013-07-01,20,79,0,1,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-01,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","New evidence on marginal tax rates and income",2013-07-01,3,140,0,0,0,0,0,0,0,1,0,0,0,1,0
"Tyler Cowen","What is the most ridiculous thing someone has ever tried to convince you of?",2013-07-01,11,35,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why don\u2019t dying firms raise prices?",2013-07-01,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","John Rawls was a Platonist on baseball",2013-07-02,4,97,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-02,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Bets and Beliefs",2013-07-02,7,498,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How to curb climate change?",2013-07-02,6,161,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Do positive wealth shocks stick?",2013-07-02,2,264,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyler Cowen","Bets, beliefs, and portfolios: some further observations on the theses of Bryan Caplan",2013-07-02,5,728,0,0,0,1,0,0,0,0,1,0,0,0,0
"Tyler Cowen","Claims about me",2013-07-03,3,63,0,0,0,0,0,1,0,0,0,1,0,0,0
"Tyler Cowen","How might democracy disappear?",2013-07-03,16,167,0,0,0,0,1,0,1,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-03,4,178,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Differential Pricing in University Education",2013-07-03,5,412,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Repeal the employer mandate altogether",2013-07-03,9,352,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","China markets in everything",2013-07-04,3,112,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Our forthcoming labor market problem, in a nutshell",2013-07-04,1,72,1,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-04,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How bad were the Navigation Acts really?",2013-07-04,2,223,0,0,0,0,1,0,1,1,0,1,0,0,0
"Tyler Cowen","*Napoleon\u2019s Egypt*",2013-07-04,1,140,1,0,0,0,1,0,1,1,0,1,0,0,0
"Tyler Cowen","Sentences to ponder",2013-07-05,1,43,0,0,0,0,0,0,1,1,0,1,0,0,0
"Tyler Cowen","Two excellent new books on the history of technology",2013-07-05,1,90,0,0,0,0,0,1,1,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-07-05,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Should Oregon fund college through equity?",2013-07-05,13,591,0,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Foreign markets encourage Hollywood sequels",2013-07-05,4,73,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-07-06,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Opportunity Cost of Streets",2013-07-06,8,129,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Somerville, MA rebels against minimum parking requirements",2013-07-06,10,259,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Equip your robot with a Harris Tweed jacket",2013-07-06,1,140,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","The market speaks",2013-07-07,13,16,0,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-07,NA,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Will Middle Eastern governments be Islamacized?",2013-07-07,3,444,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","The unilateral extension of trade credit to the Italian government",2013-07-07,1,193,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","\u201cPeak water\u201d for the Middle East",2013-07-07,4,317,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","China estimate of the day",2013-07-08,7,67,0,0,0,0,0,1,0,0,0,0,0,1,0
"Tyler Cowen","Very good sentences",2013-07-08,7,151,1,0,0,1,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The prisoners\u2019 dilemma with actual prisoners",2013-07-08,NA,105,0,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-08,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","How the Dismal Science Got Its Name",2013-07-08,1,38,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Immaculate conception theories of real interest rate changes",2013-07-08,5,729,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Vikram Seth was once a graduate student in economics at Stanford",2013-07-09,1,157,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-07-09,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Cashless Society",2013-07-09,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Kickstarter and the NEA",2013-07-09,2,162,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Is there a new and good plan to exit the euro?",2013-07-09,2,528,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Where should Edward Snowden go?",2013-07-10,11,237,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The economic recovery that is America",2013-07-10,6,126,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Assorted links",2013-07-10,6,107,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The faculty are unhappy",2013-07-10,14,194,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The evolution of dining in France",2013-07-10,3,259,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Surgery price wars in Oklahoma City?",2013-07-10,9,294,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Microsoft, Security and the NSA",2013-07-11,3,134,1,0,0,0,0,0,0,1,0,0,0,0,1
"Tyler Cowen","Real Gross Domestic Private Product, 2000\u20132012",2013-07-11,4,164,0,0,0,0,0,0,1,0,0,0,0,1,0
"Tyler Cowen","Background on the Portuguese economic crisis",2013-07-11,NA,215,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-11,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","From the comments, on high frequency trading",2013-07-11,6,736,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Japan fact of the day",2013-07-11,1,163,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-12,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The culture that is Japan markets in everything Newcomb\u2019s paradox edition",2013-07-12,3,108,0,0,0,1,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-12,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bryan\u2019s breakdown on my break down",2013-07-12,2,345,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How much of education and earnings variation is signalling? (Bryan Caplan asks)",2013-07-12,3,826,0,1,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","New Zealand Meow Meow",2013-07-12,NA,141,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tyler Cowen","What I\u2019ve been reading",2013-07-12,1,221,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-07-13,NA,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The new economics of loss leaders",2013-07-13,1,373,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Debt forgiveness in Iceland",2013-07-13,NA,65,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","My favorite things Iceland",2013-07-13,4,201,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Is Japanese stagnation demand-side or supply-side?",2013-07-15,6,354,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-15,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Income Inequality and the Servant Boom",2013-07-15,7,343,0,0,0,0,0,0,1,0,0,0,1,0,0
"Tyler Cowen","Why isn\u2019t health care employment slowing?",2013-07-15,2,277,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Private sector macro job opportunities",2013-07-15,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Is there a Flynn effect for dementia?",2013-07-16,2,131,0,1,0,0,0,1,0,0,0,0,0,1,0
"Tyler Cowen","Assorted links",2013-07-16,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Notes from Iceland",2013-07-16,3,237,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Securities Against Misrule*, the new Jon Elster book",2013-07-16,5,560,0,0,0,1,1,0,0,0,0,1,0,0,0
"Tyler Cowen","How does insurance eligibility affect labor supply?",2013-07-17,7,244,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-17,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Puzzling Return of Glass-Steagall",2013-07-17,10,386,0,0,0,0,0,0,1,0,0,0,0,0,0
"Alex Tabarrok","The Property Rights of Private Communities",2013-07-17,3,343,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","My favorite things Scotland",2013-07-17,9,262,0,0,1,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","How big is your chance of dying in an ordinary day?",2013-07-18,3,86,0,1,0,0,0,1,0,0,0,1,0,0,0
"Tyler Cowen","Assorted links",2013-07-18,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Drug Shortages are Killing",2013-07-18,7,337,0,0,0,0,0,0,0,1,0,0,0,0,0
"Alex Tabarrok","The Rise of Artificial Intelligences",2013-07-18,1,34,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bounty hunter markets in everything?",2013-07-18,1,206,0,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","China allegory of the day",2013-07-18,1,225,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Tim Harford has a new book coming out",2013-07-18,NA,30,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Austerity and Irish health",2013-07-19,2,286,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How China is reshaping Hollywood",2013-07-19,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-19,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Some dangers in estimating signaling and human capital premia",2013-07-19,5,825,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Gephyrophobia Maryland markets in everything",2013-07-20,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What I\u2019ve been reading",2013-07-20,1,119,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","How to frame your food decisions",2013-07-20,4,154,0,0,0,0,0,0,0,0,0,0,1,0,1
"Tyler Cowen","The Cambodian political business cycle, in reverse",2013-07-20,NA,221,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Wealth taxes: a future battleground",2013-07-21,12,352,0,0,0,0,1,0,1,0,0,0,0,1,0
"Tyler Cowen","*The Great Tamasha*",2013-07-21,2,118,0,0,0,0,1,0,1,0,0,1,0,0,0
"Tyler Cowen","Wednesday talk in Bangalore",2013-07-21,NA,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Mumbai slums are getting expensive",2013-07-21,NA,438,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Further assorted links",2013-07-22,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Sentence of the Day",2013-07-22,2,36,1,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Larry Summers vs. Janet Yellen",2013-07-22,6,116,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Where is income mobility high and low?",2013-07-22,5,320,0,1,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Assorted links",2013-07-22,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Incentive compatibility of food and drink",2013-07-22,1,175,1,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","*Revolutionary Iran*",2013-07-23,NA,59,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Penn State uses the stick to enforce medical exams",2013-07-23,7,146,0,1,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Assorted links",2013-07-23,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Eminent domain and the decline of Detroit",2013-07-23,11,165,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyler Cowen","Legal guardianship for individuals with disabilities",2013-07-23,6,274,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Chinese austerity, sort of",2013-07-24,2,181,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Assorted links",2013-07-24,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Aid for disabilities should look more like the EITC",2013-07-24,2,81,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Your sequester update",2013-07-24,3,168,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why does South Indian food taste better when you eat it with your fingers?",2013-07-24,4,126,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Assorted India links",2013-07-25,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Eating in Bangalore",2013-07-25,NA,86,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Joke from India",2013-07-25,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0
"Alex Tabarrok","Detroit Taxes and the Laffer Curve",2013-07-25,12,250,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why is U.S. corporate investment not more robust?",2013-07-25,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0
